Row Labels,Sum of humidity,Sum of meantemp,Sum of wind_speed
6/10/2016,64.81481481,30.7037037,3.233333333
7/10/2016,59.96,30.96,15.825
8/10/2016,57.96,30.6,8.761538462
9/10/2016,59.2,30.92,3.184
10/10/2016,51.11111111,29.77777778,4.807407407
11/10/2016,51.14814815,29.66666667,8.922222222
12/10/2016,47.28571429,29.57142857,11.37142857
13/10/2016,44,29.96296296,13.02222222
14/10/2016,47.875,29.75,8.934782609
15/10/2016,54.14814815,27.74074074,6.662962963
16/10/2016,49.85714286,28.42857143,7.014285714
17/10/2016,49.24,28.6,7.116
18/10/2016,48.45833333,28.5,7.668181818
19/10/2016,49.18518519,28.92592593,6.459259259
20/10/2016,47.73076923,29.07692308,9.124
21/10/2016,50.40909091,28.40909091,10.69545455
22/10/2016,49.48148148,29.33333333,13.32307692
23/10/2016,54.96153846,27.5,11.54615385
24/10/2016,51.42307692,28.5,11.18846154
25/10/2016,54.56,28.04,12.38846154
26/10/2016,56.19230769,27.57692308,5.7
27/10/2016,59.37037037,26.55555556,6.044444444
28/10/2016,58.77777778,25.51851852,7.277777778
29/10/2016,62.77777778,25.81481481,1.714814815
30/10/2016,71.04347826,24.82608696,2.013043478
31/10/2016,66.80769231,24.53846154,1.642307692
1/11/2016,58.73076923,24.38461538,2.715384615
2/11/2016,65.90909091,23.72727273,1.431818182
3/11/2016,59.76,25.64,2.232
4/11/2016,58.2962963,24.81481481,4.122222222
5/11/2016,66.57692308,23.11538462,5.784615385
6/11/2016,63.85185185,22.92592593,2.411111111
7/11/2016,51.31818182,24.54545455,8.172727273
8/11/2016,52.26923077,23.73076923,12.75
9/11/2016,49.7037037,23,7.074074074
10/11/2016,50.14814815,23.51851852,3.225925926
11/11/2016,54.04,23.92,2.968
12/11/2016,58.03846154,23.53846154,2.784615385
13/11/2016,55.81481481,24.2962963,4.4
14/11/2016,60.73076923,23.34615385,1.496153846
15/11/2016,55.72,22.24,4.088
16/11/2016,53.23076923,21.76923077,7.138461538
17/11/2016,51.73076923,21.73076923,11.55
18/11/2016,53.61538462,21.73076923,7.78
19/11/2016,60.66666667,20.66666667,2.84
20/11/2016,59.9,22.25,2.505
21/11/2016,60.46153846,21.53846154,2.715384615
22/11/2016,50.15789474,22.57894737,8
23/11/2016,51.43478261,22.82608696,6.604347826
24/11/2016,51.47368421,21.42105263,8.289473684
25/11/2016,30.55,23.6,15.085
26/11/2016,32.64705882,24.29411765,14.49411765
27/11/2016,33.63636364,23.63636364,12.45909091
28/11/2016,37.31818182,22.45454545,9.185714286
29/11/2016,53.72222222,21.61111111,1.238888889
30/11/2016,80.08695652,19.86956522,4.269565217
1/12/2016,84,19.75,2.704166667
2/12/2016,75.875,19.20833333,4.945833333
3/12/2016,52.16666667,21.20833333,5.866666667
4/12/2016,55.25,18.9,5.666666667
5/12/2016,56.59090909,18.63636364,4.952380952
6/12/2016,69.92307692,18.53846154,2.503846154
7/12/2016,74.35,18.25,0.925
8/12/2016,73.3,16.9,1.765
9/12/2016,68.125,19.41666667,1.3125
10/12/2016,82.83333333,16.44444444,5.355555556
11/12/2016,69.58333333,20.04166667,4.716666667
12/12/2016,63.86363636,19.90909091,3.281818182
13/12/2016,62.35,19.05,3.43
14/12/2016,58.61111111,18.55555556,8.027777778
15/12/2016,56.625,18.16666667,9.879166667
16/12/2016,63.27777778,15.83333333,3.916666667
17/12/2016,63.38888889,17.5,6.731578947
18/12/2016,64.54166667,16.08333333,6.420833333
19/12/2016,56.0952381,17.85714286,10.41428571
20/12/2016,48.53333333,19.8,15.92666667
21/12/2016,54.3,18.05,19.4047619
22/12/2016,57.85714286,17.28571429,6.180952381
23/12/2016,74.7,15.55,1.205
24/12/2016,78.63636364,17.31818182,5.236363636
25/12/2016,94.3,14,9.085
26/12/2016,74.85714286,17.14285714,8.784210526
27/12/2016,67.55,16.85,8.335
28/12/2016,68.04347826,17.2173913,3.547826087
29/12/2016,87.85714286,15.23809524,6
30/12/2016,89.66666667,14.0952381,6.266666667
31/12/2016,87,15.05263158,7.325
1/1/2017,100,10,0
Grand Total,88848.22771,37274.4512,9944.829189
